City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Severo-Kurilsk,RU,50.6789,156.125,39.56,73,36,24.61,light rain
344,Marabba,SD,12.35,32.1833,83.28,40,5,6.93,clear sky
345,Balakliya,UA,49.4627,36.8595,45.43,75,100,7.72,light rain
346,Bambous Virieux,MU,-20.3428,57.7575,73.22,83,40,11.5,light rain
347,Doka,SD,13.5167,35.7667,74.07,57,4,2.89,clear sky
348,Cibitoke,BI,-2.8833,29.25,61.92,95,100,1.5,light rain
349,Demba,CD,-5.51,22.2667,68.47,99,100,1.21,light rain
350,Musoma,TZ,-1.5,33.8,71.29,78,100,6.53,light rain
351,Calvinia,ZA,-31.4707,19.776,52.18,28,0,8.3,clear sky
352,Arlit,NE,18.7369,7.3853,84.49,25,100,9.64,overcast clouds
353,Tomatlan,MX,19.9333,-105.25,78.8,88,5,4.36,clear sky
354,Itarema,BR,-2.9248,-39.9167,79.41,83,71,15.05,broken clouds
355,Areia Branca,BR,-4.9561,-37.1369,79.07,75,7,17.98,clear sky
356,Grindavik,IS,63.8424,-22.4338,48.15,87,0,25.32,clear sky
357,Shiraoi,JP,42.55,141.35,52.21,64,95,15.03,overcast clouds
358,Kargil,IN,34.5667,76.1,36.9,73,6,1.54,clear sky
359,Naraini,IN,25.1833,80.4833,75.97,94,98,8.68,overcast clouds
360,Victoria,HK,22.2855,114.1577,78.24,77,44,3.0,scattered clouds
361,Taoudenni,ML,22.6783,-3.9836,81.81,14,35,13.71,scattered clouds
362,Bouar,CF,5.934,15.596,65.32,95,100,3.27,light rain
363,Adre,TD,13.4667,22.2,76.05,26,4,5.03,clear sky
364,Japura,ID,-0.3167,102.35,76.19,94,100,2.01,overcast clouds
365,Goryachegorsk,RU,55.4053,88.9154,30.18,88,18,5.41,few clouds
366,Nishihara,JP,26.1842,127.7558,79.88,74,75,9.22,broken clouds
367,Kutum,SD,14.2,24.6667,75.07,21,6,14.05,clear sky
368,Alyangula,AU,-13.8483,136.4192,91.27,58,13,8.05,few clouds
369,Kamiiso,JP,41.8167,140.65,59.38,63,40,9.22,scattered clouds
370,Katangli,RU,51.7102,143.2326,29.91,59,2,9.57,clear sky
371,Saint-Denis,FR,48.9167,2.3333,62.38,91,90,10.36,overcast clouds
372,Hailey,US,43.5196,-114.3153,53.46,38,90,6.91,overcast clouds
373,Monroe,US,43.1501,-77.6831,51.42,80,75,5.75,broken clouds
374,Berberati,CF,4.2612,15.7922,68.32,98,72,1.45,light rain
375,Camacha,PT,33.0833,-16.3333,71.53,94,40,3.44,scattered clouds
376,Harer,ET,9.3094,42.1258,59.31,41,74,3.27,broken clouds
377,Lydenburg,ZA,-25.0978,30.4597,51.4,85,100,3.4,overcast clouds
378,Fereydun Kenar,IR,36.6864,52.5225,67.37,79,35,5.93,scattered clouds
379,Tyn Nad Vltavou,CZ,49.2234,14.4206,43.5,93,100,2.62,overcast clouds
380,Kemin,KG,42.7846,75.6892,51.13,40,87,4.09,overcast clouds
381,Narino,CO,5.6089,-75.1766,67.14,98,79,1.5,broken clouds
382,Sinnamary,GF,5.3833,-52.95,79.84,80,100,8.86,overcast clouds
383,Wuwei,CN,37.9281,102.6414,44.94,36,100,4.07,overcast clouds
384,Vostok,RU,46.4856,135.8833,27.28,55,16,5.48,few clouds
385,Bilma,NE,18.6853,12.9164,82.53,15,57,6.85,broken clouds
386,Kavieng,PG,-2.5744,150.7967,86.36,62,63,15.52,broken clouds
387,Shelburne,CA,44.0787,-80.2041,47.53,78,0,7.25,clear sky
388,Altoona,US,40.5187,-78.3947,54.61,65,5,5.99,clear sky
389,Keti Bandar,PK,24.1447,67.4497,78.98,57,43,11.27,scattered clouds
390,Owando,CG,-0.4819,15.8999,70.9,97,100,3.13,overcast clouds
391,Freeport,US,40.6576,-73.5832,54.01,59,20,8.99,few clouds
392,Inta,RU,66.0317,60.1659,35.31,79,100,11.95,overcast clouds
393,Brownsville,US,25.9018,-97.4975,76.91,68,1,4.0,clear sky
394,Oshkosh,US,44.0247,-88.5426,58.17,69,1,1.99,clear sky
395,Vredendal,ZA,-31.6683,18.5012,59.56,42,0,5.59,clear sky
396,Yagodnoye,RU,62.55,149.6667,1.38,87,100,3.96,overcast clouds
397,Pevek,RU,69.7008,170.3133,13.66,81,100,3.78,overcast clouds
398,Juneau,US,58.3019,-134.4197,43.84,78,90,5.75,overcast clouds
399,Kyshtovka,RU,56.555,76.6271,40.75,90,95,7.47,overcast clouds
400,Kodinsk,RU,58.6881,99.1844,30.94,95,31,3.87,scattered clouds
401,Porto Walter,BR,-8.2686,-72.7439,75.34,78,99,1.74,overcast clouds
402,Gillette,US,44.2911,-105.5022,59.04,47,1,5.75,clear sky
403,Mecca,SA,21.4267,39.8261,81.61,41,3,1.3,clear sky
404,Dongsheng,CN,39.8161,109.9776,34.38,44,100,10.31,overcast clouds
405,Pisco,PE,-13.7,-76.2167,63.01,82,0,12.66,clear sky
406,Mayo,US,38.8876,-76.5119,60.75,56,1,4.61,clear sky
407,Humaita,BR,-7.5061,-63.0208,73.49,96,13,3.06,few clouds
408,Kuybyshevo,RU,47.8123,38.9073,47.53,58,100,6.17,overcast clouds
409,Katete,UG,-0.7818,29.7544,60.17,98,100,3.09,light rain
410,Uusikaupunki,FI,60.8004,21.4084,30.72,70,100,4.97,overcast clouds
411,Araouane,ML,18.9048,-3.5265,82.94,13,32,11.23,scattered clouds
412,Amarpur,IN,25.0333,86.9,75.92,94,100,14.65,overcast clouds
413,Pacific Grove,US,36.6177,-121.9166,62.55,71,1,1.99,clear sky
414,Hay River,CA,60.8156,-115.7999,35.58,64,20,1.14,few clouds
415,Asau,RO,46.4333,26.4,48.76,72,33,3.51,scattered clouds
416,Saint-Francois,FR,46.4154,3.9054,45.84,93,100,0.0,fog
417,Keila,EE,59.3036,24.4131,39.22,67,8,9.95,clear sky
418,Chicama,PE,-7.8447,-79.1469,59.54,83,100,5.82,overcast clouds
419,Ossora,RU,59.2353,163.0719,26.91,68,100,8.3,overcast clouds
420,Swan Hill,AU,-35.3378,143.5544,64.85,35,0,10.31,clear sky
421,Straseni,MD,47.1414,28.6103,48.43,85,100,9.66,overcast clouds
422,Sarakhs,IR,36.5449,61.1577,59.14,25,0,4.61,clear sky
423,Sesheke,ZM,-17.4759,24.2968,69.04,62,92,10.42,overcast clouds
424,Todos Santos,MX,23.45,-110.2167,84.11,77,100,7.94,overcast clouds
425,Bowen,AU,-20.0167,148.2333,88.02,71,6,12.62,clear sky
426,Puerto Madryn,AR,-42.7692,-65.0385,70.07,33,28,12.08,scattered clouds
427,Kautokeino,NO,69.0125,23.0412,13.98,94,56,3.74,broken clouds
428,Marawi,PH,7.9986,124.2928,75.65,66,64,0.67,broken clouds
429,Shahrud,IR,36.4182,54.9763,53.83,54,0,4.23,clear sky
430,Shingu,JP,33.7333,135.9833,65.39,88,100,7.2,overcast clouds
431,Posse,BR,-14.0931,-46.3694,74.71,69,98,4.09,overcast clouds
432,Nagato,JP,34.3833,131.2,66.11,67,58,7.7,broken clouds
433,Kaa-Khem,RU,51.6833,94.7333,31.42,58,18,3.85,few clouds
434,Vao,NC,-22.6667,167.4833,72.19,91,100,19.17,overcast clouds
435,Adrar,MR,20.5022,-10.0711,80.91,14,78,9.46,broken clouds
436,Xuddur,SO,4.1213,43.8894,71.29,83,100,12.71,overcast clouds
437,Ilulissat,GL,69.2167,-51.1,28.42,31,10,21.85,clear sky
438,Nemuro,JP,43.3236,145.575,52.23,62,100,17.2,overcast clouds
439,Sotouboua,TG,8.5667,0.9833,75.24,92,71,1.36,broken clouds
440,Ixtapa,MX,20.7,-105.2,83.43,79,75,3.44,broken clouds
441,Chernyshevskiy,RU,63.0128,112.4714,31.42,90,95,7.78,overcast clouds
442,Vieste,IT,41.8825,16.175,55.9,74,0,11.81,clear sky
443,Olafsvik,IS,64.8945,-23.7142,40.3,93,100,43.46,overcast clouds
444,Muros,ES,42.7762,-9.0603,65.23,93,8,7.94,light rain
445,Kandrian,PG,-6.2167,149.55,87.08,64,19,9.01,few clouds
446,Kailua,US,21.4022,-157.7394,85.98,62,20,11.5,few clouds
447,Liancheng,CN,24.0519,105.075,63.9,86,54,2.8,broken clouds
448,Port Shepstone,ZA,-30.7414,30.455,56.55,69,0,4.47,clear sky
449,Mount Isa,AU,-20.7333,139.5,96.57,21,0,8.05,clear sky
450,Roma,US,43.2128,-75.4557,45.66,93,1,0.0,clear sky
451,Holt,US,42.6406,-84.5153,53.42,79,1,0.0,clear sky
452,Christchurch,NZ,-43.5333,172.6333,70.0,35,24,11.5,few clouds
453,Sibu,MY,2.3,111.8167,79.11,94,40,5.01,scattered clouds
454,Ust-Tsilma,RU,65.441,52.1498,34.14,91,100,5.08,overcast clouds
455,Nizwa,OM,22.9333,57.5333,78.03,24,5,0.47,clear sky
456,Arbazh,RU,57.6804,48.3065,37.78,62,100,10.56,overcast clouds
457,Manggar,ID,-2.8833,108.2667,83.08,72,83,2.82,broken clouds
458,Albanel,CA,48.8832,-72.4487,45.88,81,100,11.5,overcast clouds
459,Lata,PT,40.1629,-8.3327,65.8,82,34,3.0,scattered clouds
460,Aykhal,RU,66.0,111.5,29.88,92,97,20.11,overcast clouds
461,Port Hardy,CA,50.6996,-127.4199,51.98,71,75,8.05,broken clouds
462,Imbituba,BR,-28.24,-48.6703,62.82,80,85,2.1,overcast clouds
463,Ndele,CF,8.4109,20.6473,71.69,92,100,1.81,overcast clouds
464,Rivne,UA,50.6231,26.2274,39.83,78,100,9.6,overcast clouds
465,Sabla,NG,12.7525,4.7077,78.98,72,31,6.26,scattered clouds
466,Kahului,US,20.8947,-156.47,87.82,64,20,21.85,few clouds
467,Baruun-Urt,MN,46.6806,113.2792,30.99,43,0,13.04,clear sky
468,Oranjemund,NA,-28.55,16.4333,59.31,53,0,8.16,clear sky
469,Taksimo,RU,56.3444,114.8794,27.82,47,21,2.57,few clouds
470,Nurota,UZ,40.5614,65.6886,42.89,27,0,4.12,clear sky
471,Sterlibashevo,RU,53.4376,55.2578,47.66,74,100,15.08,overcast clouds
472,Russkaya Polyana,UA,49.417,31.9201,44.24,84,100,6.71,overcast clouds
473,Morehead,US,37.2711,-87.1764,56.84,82,1,0.0,clear sky
474,Santa Lucia,ES,27.9117,-15.5407,68.76,37,0,16.11,clear sky
475,Lekoni,GA,-1.5843,14.2591,71.08,95,100,5.77,light rain
476,Yerbogachen,RU,61.2767,108.0108,31.64,89,100,6.73,overcast clouds
477,Worcester,US,42.3334,-71.8328,49.82,75,1,8.05,clear sky
478,Banda Aceh,ID,5.5577,95.3222,81.64,75,98,3.36,overcast clouds
479,Tarakan,ID,3.3,117.6333,81.9,83,75,3.44,broken clouds
480,Kaeo,NZ,-35.1,173.7833,72.32,67,6,5.06,clear sky
481,Ulaangom,MN,49.9811,92.0667,32.56,61,47,2.95,scattered clouds
482,Ambulu,ID,-8.345,113.6058,84.87,66,100,1.97,overcast clouds
483,Yumen,CN,40.2833,97.2,43.54,26,100,11.65,overcast clouds
484,Cayenne,GF,4.9333,-52.3333,80.1,85,90,0.0,overcast clouds
485,Chinsali,ZM,-10.5414,32.0816,66.56,59,98,3.69,overcast clouds
486,Port-Gentil,GA,-0.7193,8.7815,78.19,84,100,13.94,overcast clouds
487,Manakara,MG,-22.1333,48.0167,68.94,90,0,8.19,clear sky
488,Buin,CL,-33.7333,-70.75,75.24,37,0,4.25,clear sky
489,Killin,US,33.6123,-91.7412,62.55,67,1,0.0,clear sky
490,Ust-Maya,RU,60.4167,134.5333,16.57,75,100,3.89,overcast clouds
491,Dunedin,NZ,-45.8742,170.5036,49.8,61,73,21.0,broken clouds
492,Buala,SB,-8.145,159.5921,85.82,66,23,2.57,few clouds
493,Atbasar,KZ,51.8,68.3333,42.66,60,39,7.36,scattered clouds
494,Yar-Sale,RU,66.8333,70.8333,32.54,93,23,12.12,few clouds
495,Iberia,US,29.9502,-91.7507,66.27,68,1,5.75,clear sky
496,Sakaraha,MG,-22.9,44.5333,67.73,85,0,8.16,clear sky
497,Sola,VU,-13.8833,167.55,81.27,83,90,0.0,overcast clouds
498,Cherat,PK,33.8233,71.8915,53.53,51,0,2.75,clear sky
499,Marfino,RU,55.7028,37.3822,38.08,83,75,11.18,broken clouds
500,Naantali,FI,60.4674,22.0243,38.86,93,0,2.3,clear sky
501,Butembo,CD,0.15,29.2833,56.44,97,100,2.75,overcast clouds
502,Yancheng,CN,33.3856,120.1253,57.52,70,100,8.68,overcast clouds
503,La Asuncion,VE,11.0333,-63.8628,79.65,86,6,8.05,clear sky
504,Solnechnyy,RU,50.7214,136.6319,30.0,42,0,3.76,clear sky
505,Te Anau,NZ,-45.4167,167.7167,51.84,62,81,6.15,broken clouds
506,Luanda,AO,-8.8368,13.2343,73.85,80,97,7.05,overcast clouds
507,Jardim,BR,-21.4803,-56.1381,70.34,82,96,4.45,overcast clouds
508,Kindu,CD,-2.95,25.95,70.41,99,100,3.65,moderate rain
509,Bethlehem,BR,-1.4558,-48.5044,73.44,94,40,6.91,scattered clouds
510,Dicabisagan,PH,17.0818,122.4157,82.11,80,62,6.08,broken clouds
511,Dumas,US,35.8656,-101.9732,74.55,34,1,21.85,clear sky
512,Beringovskiy,RU,63.05,179.3167,34.79,93,100,3.62,overcast clouds
513,Amalapuram,IN,16.5833,82.0167,80.98,92,84,2.8,broken clouds
514,Dong Hoi,VN,17.4833,106.6,72.97,86,100,11.25,overcast clouds
515,Westport,US,41.1415,-73.3579,53.38,81,1,5.99,clear sky
516,Mariental,NA,-24.6333,17.9667,58.48,10,88,10.36,overcast clouds
517,Sal Rei,CV,16.1833,-22.9167,79.36,81,47,12.73,scattered clouds
518,Port Macquarie,AU,-31.4333,152.9167,76.89,60,13,8.32,few clouds
519,Santa Maria,BR,-29.6842,-53.8069,61.9,82,20,6.91,few clouds
520,Nhulunbuy,AU,-12.2333,136.7667,92.01,52,20,9.22,few clouds
521,Dawei,MM,14.0833,98.2,77.16,80,56,4.18,broken clouds
522,Outlook,CA,51.5001,-107.0513,49.69,66,6,16.17,clear sky
523,Oranjestad,AW,12.524,-70.027,84.15,79,20,12.66,few clouds
524,Pedasi,PA,7.5333,-80.0333,77.07,81,93,6.22,overcast clouds
525,Pitimbu,BR,-7.4706,-34.8086,75.79,79,91,9.4,overcast clouds
526,Chekhov,RU,55.1431,37.4711,38.08,89,96,8.61,overcast clouds
527,Jizan,SA,17.3333,42.6667,81.54,61,33,3.4,scattered clouds
528,Shar,KZ,49.5886,81.0453,36.19,69,0,3.58,clear sky
529,San Cristobal,VE,7.7669,-72.225,75.38,86,15,1.92,few clouds
530,Sandpoint,US,48.2766,-116.5533,61.56,62,1,0.0,clear sky
531,Poum,NC,-20.2333,164.0167,76.57,83,100,14.41,overcast clouds
532,Primorsk,UA,46.7348,36.3443,47.84,61,100,10.51,overcast clouds
533,Sabaudia,IT,41.3003,13.0282,61.75,62,0,4.7,clear sky
534,Pau Brasil,BR,-15.4642,-39.6511,70.99,95,79,2.53,broken clouds
535,Alihe,CN,50.5667,123.7167,32.67,51,93,5.79,overcast clouds
536,Pasni,PK,25.2631,63.471,79.72,30,0,10.6,clear sky
537,Strelka,RU,58.0728,93.0344,36.1,89,100,4.34,overcast clouds
538,Catuday,PH,16.2923,119.8062,81.57,72,97,10.16,overcast clouds
539,Henties Bay,NA,-22.116,14.2845,57.85,81,100,8.81,overcast clouds
540,Berlevag,NO,70.8578,29.0864,34.52,62,100,23.87,light rain
541,Ponta Delgada,PT,37.7333,-25.6667,70.52,78,20,16.11,few clouds
542,Kamyshin,RU,50.0983,45.416,42.93,63,94,6.76,overcast clouds
543,Moyale,KE,3.5167,39.0584,68.68,79,100,11.18,light rain
544,Brandon,US,27.9378,-82.2859,77.86,71,40,1.99,scattered clouds
545,Burnie,AU,-41.0667,145.9167,54.39,60,76,15.95,broken clouds
546,Hamilton,US,39.1834,-84.5333,58.39,76,1,0.0,clear sky
547,Yessentuki,RU,44.0444,42.8606,46.49,81,100,4.7,overcast clouds
548,Cochrane,CA,51.1834,-114.4687,41.61,68,90,8.05,overcast clouds
549,Iskilip,TR,40.7353,34.4739,50.85,84,84,5.17,broken clouds
550,Erzin,TR,36.9559,36.2,63.32,79,93,1.81,overcast clouds
551,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,81,16,12.95,few clouds
552,Letka,RU,59.6011,49.4232,35.44,75,100,13.31,overcast clouds
553,Salalah,OM,17.0151,54.0924,75.29,73,0,3.44,clear sky
554,Kuhdasht,IR,33.535,47.6061,54.63,51,0,4.54,clear sky
555,Svetlogorsk,BY,52.6333,29.7333,33.22,90,6,7.16,clear sky
556,Vanavara,RU,60.34,102.2797,30.16,96,100,5.37,overcast clouds
557,Pithora,IN,21.2667,82.5167,74.37,90,100,5.37,overcast clouds
558,Rantepao,ID,-2.9701,119.8978,79.93,67,70,2.39,broken clouds
559,Verkhnetulomskiy,RU,68.6073,31.7962,30.33,89,100,10.89,overcast clouds
560,Yelizavetino,RU,59.4916,29.7938,37.96,95,100,7.02,overcast clouds
561,Bafia,CM,4.75,11.2333,68.25,99,33,0.92,light rain
562,Dalbandin,PK,28.8947,64.4101,58.66,13,0,6.2,clear sky
563,Prince Rupert,CA,54.3161,-130.3201,49.69,55,100,12.66,overcast clouds
564,Sokoto,NG,13.0609,5.239,78.49,74,90,6.91,light rain
565,Luang Prabang,LA,19.8856,102.1347,73.36,88,75,0.0,broken clouds
566,Valparaiso,CL,-33.0393,-71.6273,56.84,82,0,6.91,clear sky
567,Shahr-E Babak,IR,30.1165,55.1186,58.51,27,0,1.03,clear sky
568,Palmerston,AU,-12.486,130.9833,89.58,64,20,5.75,few clouds
569,Xichang,CN,27.8964,102.2634,63.52,91,100,3.8,overcast clouds
570,Jiangyou,CN,31.7667,104.7167,56.95,85,100,1.43,overcast clouds
571,Samarai,PG,-10.6167,150.6667,83.95,70,97,9.1,overcast clouds
572,Lamar,US,33.6668,-95.5836,65.86,55,1,9.22,clear sky
573,Yangjiang,CN,21.85,111.9667,76.95,75,85,4.85,overcast clouds
574,Dudinka,RU,69.4058,86.1778,33.26,96,100,16.31,overcast clouds
575,Vieques,PR,18.425,-65.8329,84.22,70,40,4.61,scattered clouds
576,Opuwo,NA,-18.0607,13.84,68.07,22,48,5.59,scattered clouds
577,Chapais,CA,49.7834,-74.8492,37.18,96,100,9.6,overcast clouds
578,Nanortalik,GL,60.1432,-45.2371,33.98,57,100,6.4,overcast clouds
579,Ust-Barguzin,RU,53.45,108.9833,31.23,65,4,2.13,clear sky
580,Zarubino,RU,42.63,131.0922,39.61,46,3,20.22,clear sky
581,Tebingtinggi,ID,3.3285,99.1625,78.85,82,98,3.74,overcast clouds
582,Santa Cruz De La Palma,ES,28.6835,-17.7642,77.14,33,0,8.05,clear sky
583,Chingirlau,KZ,51.095,54.0814,49.82,64,100,9.91,moderate rain
584,Sovetskiy,RU,61.3614,63.5842,38.46,99,100,6.96,overcast clouds
585,Atambua,ID,-9.1061,124.8925,85.35,62,98,1.72,overcast clouds
586,Zheleznodorozhnyy,RU,55.7503,38.0042,38.35,76,99,10.16,light rain
587,Trairi,BR,-3.2778,-39.2689,79.59,82,42,12.59,scattered clouds
588,Spearfish,US,44.4908,-103.8594,62.82,49,40,1.01,scattered clouds
589,Yining,CN,29.0361,114.5636,56.23,88,100,1.95,light rain
590,Jacareacanga,BR,-6.2222,-57.7528,71.71,93,29,2.24,scattered clouds
591,Puerto Colombia,CO,10.9878,-74.9547,82.49,77,88,6.42,overcast clouds
592,Liverpool,GB,53.4106,-2.9779,60.62,88,0,1.01,clear sky
593,Iquitos,PE,-3.7481,-73.2472,73.44,94,40,3.44,scattered clouds
594,San Ramon,US,37.7799,-121.978,63.73,63,90,4.0,overcast clouds
595,Strezhevoy,RU,60.7333,77.5889,40.98,90,100,8.77,overcast clouds
596,Tagusao,PH,9.1924,117.8141,83.79,75,86,1.9,overcast clouds
597,Deming,US,32.2687,-107.7586,78.69,17,1,16.11,clear sky
598,Boa Vista,BR,2.8197,-60.6733,80.58,83,75,6.91,thunderstorm
599,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.03,81,98,1.54,overcast clouds
600,Yarovoye,RU,52.9273,78.58,39.99,69,51,6.11,broken clouds
601,Olinda,BR,-8.0089,-34.8553,80.33,69,40,8.05,scattered clouds
602,Solvychegodsk,RU,61.3305,46.9156,33.03,87,100,5.79,overcast clouds
603,Amuntai,ID,-2.4177,115.2494,77.85,92,92,1.41,overcast clouds
604,Nemours,FR,48.2751,2.6908,62.19,87,100,9.89,overcast clouds
605,Conakry,GN,9.538,-13.6773,77.07,83,75,6.91,broken clouds
606,Udachnyy,RU,66.4167,112.4,33.78,89,100,18.16,overcast clouds
607,Camana,PE,-16.6228,-72.7111,62.38,86,40,6.62,scattered clouds
608,Omboue,GA,-1.5746,9.2618,76.37,85,100,8.86,overcast clouds
609,Blackfoot,US,43.1905,-112.345,54.41,85,100,6.6,overcast clouds
610,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,33,0,8.05,clear sky
611,Laukaa,RU,58.7372,29.8453,37.96,87,98,7.65,overcast clouds
612,Djambala,CG,-2.5447,14.7533,67.19,99,100,3.06,moderate rain
613,Skibbereen,IE,51.55,-9.2667,58.8,98,100,13.31,moderate rain
614,Numata,JP,36.6333,139.05,57.2,62,100,2.24,overcast clouds
615,Ugoofaaru,MV,5.6667,73.0,82.22,74,100,13.87,overcast clouds
616,Okato,NZ,-39.2,173.8833,60.42,63,59,8.68,broken clouds
617,Antunez,MX,19.0167,-102.2,79.56,63,60,2.28,broken clouds
618,Torres,BR,-29.3353,-49.7269,60.82,87,68,3.58,broken clouds
619,Jimeta,NG,9.2833,12.4667,76.3,85,99,2.75,overcast clouds
620,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.79,100,90,11.5,mist
621,San Jeronimo,PE,-11.9472,-75.2829,53.76,70,49,4.7,scattered clouds
622,Cockburn Town,TC,21.4612,-71.1419,80.56,78,40,3.44,scattered clouds
623,Kita,ML,13.0349,-9.4895,75.99,34,5,1.34,clear sky
624,Oktyabrskoye,RU,43.0645,44.7417,50.14,93,100,6.71,light intensity drizzle
625,Key Largo,US,25.0865,-80.4473,80.01,60,100,16.64,overcast clouds
626,Gazli,UZ,40.1333,63.45,56.43,25,67,4.85,broken clouds
627,Batticaloa,LK,7.7102,81.6924,79.41,81,77,4.38,broken clouds
628,Nalut,LY,30.3333,10.85,66.43,56,99,22.08,overcast clouds
629,Axim,GH,4.8699,-2.2405,77.04,89,100,7.45,light rain
630,Najran,SA,17.4924,44.1277,66.85,24,11,2.44,few clouds
631,Mahibadhoo,MV,3.7833,72.9667,82.4,72,100,12.75,overcast clouds
632,Constantine,DZ,36.365,6.6147,51.21,81,0,3.44,clear sky
633,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,28,0,10.36,clear sky
634,Meulaboh,ID,4.1363,96.1285,79.52,80,99,3.98,overcast clouds
635,Razdolnoye,RU,43.55,131.9167,36.01,48,4,16.06,clear sky
636,Circasia,CO,4.6189,-75.6358,64.49,96,79,3.94,broken clouds
637,Bhag,PK,29.0415,67.8239,75.04,8,0,7.02,clear sky
638,Zhigansk,RU,66.7697,123.3711,17.42,94,100,16.44,light snow
639,Esna,EG,25.2934,32.554,73.42,38,21,14.27,few clouds
640,Belyy Yar,RU,53.6039,91.3903,17.49,100,20,0.0,smoke
641,Moussoro,TD,13.6408,16.4901,86.14,22,34,6.78,scattered clouds
642,Van Wert,US,40.8695,-84.5841,58.64,66,1,1.99,clear sky
643,Karratha,AU,-20.7377,116.8463,80.56,64,94,16.17,overcast clouds
644,Mulege,MX,26.8833,-111.9833,77.04,59,2,4.52,clear sky
645,Tocopilla,CL,-22.092,-70.1979,63.41,66,12,6.76,few clouds
646,Pilar,BR,-9.5972,-35.9567,75.13,91,48,4.25,scattered clouds
647,Amahai,ID,-3.3333,128.9167,84.56,75,26,3.31,scattered clouds
648,Ha Noi,VN,21.0245,105.8412,68.0,89,100,4.34,overcast clouds
649,Helong,CN,42.5397,128.9972,33.17,54,80,7.14,broken clouds
650,Porto Nacional,BR,-10.7081,-48.4172,77.0,85,100,2.35,overcast clouds
651,Isla Mujeres,MX,21.2311,-86.731,80.17,75,100,10.76,overcast clouds
652,Puerto Ayacucho,VE,5.6639,-67.6236,76.24,89,99,4.32,overcast clouds
653,Abalak,RU,58.1286,68.5944,41.74,75,100,6.71,overcast clouds
654,Khabary,RU,53.6259,79.5345,38.48,73,85,6.31,overcast clouds
655,Neuquen,AR,-38.9516,-68.0591,66.09,48,0,0.0,clear sky
656,New Castle,US,41.0037,-80.347,52.93,76,1,0.0,clear sky
657,Healdsburg,US,38.6105,-122.8692,64.36,60,40,9.22,scattered clouds
658,Guatire,VE,10.4762,-66.5427,79.3,97,21,1.34,few clouds
659,Husavik,IS,66.0449,-17.3389,40.91,99,100,20.83,overcast clouds
660,Dachau,DE,48.26,11.434,44.87,91,100,4.0,overcast clouds
661,Coahuayana,MX,18.7333,-103.6833,79.65,88,12,2.62,few clouds
662,Labuhan,ID,-6.8844,112.2051,85.57,66,99,4.94,overcast clouds
663,Olutanga,PH,7.3106,122.8464,83.07,76,78,2.84,broken clouds
664,Litovko,RU,49.2361,135.1742,31.42,36,0,10.83,clear sky
665,Jalu,LY,29.0331,21.5482,68.09,40,10,10.45,clear sky
666,Hundorp,NO,61.5552,9.9407,32.59,93,100,4.23,light snow
667,Mabaruma,GY,8.2,-59.7833,74.79,93,14,3.11,few clouds
668,Kanniyakumari,IN,8.0833,77.5667,78.93,84,100,14.41,overcast clouds
669,Vilhena,BR,-12.7406,-60.1458,66.9,99,100,2.91,overcast clouds
670,Colombo,LK,6.9319,79.8478,78.75,81,77,8.81,broken clouds
671,Karaton,ID,-6.3424,106.1045,80.96,80,100,5.53,overcast clouds
672,Ekhabi,RU,53.5102,142.9671,30.38,64,16,18.1,few clouds
673,Jijiga,ET,9.35,42.8,63.79,35,99,7.02,overcast clouds
674,Zaysan,KZ,47.4667,84.8667,40.24,44,0,3.65,clear sky
675,Duki,PK,30.1541,68.5728,61.32,13,0,4.56,clear sky
676,Xai-Xai,MZ,-25.0519,33.6442,65.84,55,100,14.5,overcast clouds
677,Bossangoa,CF,6.4926,17.4552,70.57,96,100,1.88,light rain
678,Totness,SR,5.8833,-56.3167,80.01,84,100,10.71,overcast clouds
679,Isabela,PH,6.7085,121.9711,84.25,68,13,0.34,few clouds
680,Batagay,RU,67.6333,134.6333,2.82,80,97,4.0,overcast clouds
681,Moerai,PF,-22.4333,-151.3333,76.91,87,100,17.47,light rain
682,Almaznyy,RU,48.0448,40.045,42.94,61,100,5.5,light rain
683,Ipora,BR,-16.4419,-51.1178,69.1,93,100,4.97,overcast clouds
684,Camp Verde,US,34.5636,-111.8543,67.5,37,1,16.67,clear sky
685,Griffith,US,41.5284,-87.4237,66.02,76,1,0.0,clear sky
686,Noyabrsk,RU,63.1994,75.4507,35.92,93,70,12.71,broken clouds
687,Muroto,JP,33.2833,134.15,66.24,67,99,2.82,overcast clouds
688,Kiunga,PG,-6.1219,141.2906,85.95,68,99,1.1,overcast clouds
689,Port Augusta,AU,-32.5,137.7667,76.71,26,0,8.32,clear sky
690,Kachiry,KZ,53.0675,76.1036,42.75,76,90,6.31,overcast clouds
691,Poddorye,RU,57.4695,31.1156,38.21,89,100,7.45,overcast clouds
692,Semme,FR,46.1963,1.5007,55.81,60,100,5.21,overcast clouds
693,Contamana,PE,-7.3333,-75.0167,82.81,59,100,1.25,overcast clouds
694,West Bay,KY,19.3667,-81.4167,81.0,89,75,1.01,broken clouds
